"xpdipgo src","x1i10hfl","x1i10hfl href","_ap3a","x1i10hfl href 2","_a9ze","x193iq5w","x193iq5w 2","x1i10hfl href 3","x193iq5w 3"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/442501300_346852771371665_4201301937408156825_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=b8BXPECueg0Q7kNvgEEqtpz&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYD7oGXY0JUKhrNYkjWZMHSp_mdZLzkvv7ubKQzjOZcNig&oe=6667DA5A&_nc_sid=f5838a","izzy_doria_a","https://www.instagram.com/izzy_doria_a/","Al principio de la muerte de Numa llore mares, pero al final me di cuenta que su partida era necesaria para la última expedición ,en la que lograron salir","https://www.instagram.com/p/C2TD3Upx1DX/c/18414344836052546/","19 sem","329 Me gusta","Responder","https://www.instagram.com/izzy_doria_a/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/338147343_602543715111604_5313270300342062563_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=zmyHDtoslrIQ7kNvgF0ps3K&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCCNaFzKBT5lQDhK_9xm3FzrbMS-VV2jggbYXiNd86R8g&oe=6667C45B&_nc_sid=f5838a","arianad94","https://www.instagram.com/arianad94/","Hacía mucho que no veía una peli que me dejara encantada, pensando y reflexionando. Mis respetos a todos los actores y el director pero especialmente a los sobrevivientes que hoy están para contarlo 🙌","https://www.instagram.com/p/C2TD3Upx1DX/c/17911343810866374/","19 sem","2 Me gusta","Responder","https://www.instagram.com/arianad94/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/341558730_554016863285551_222079592533955701_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Qq8xCee_qf8Q7kNvgHjgbED&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCgDdx6VHuosaQP2V1Hjr9M03LC7OrJOTl1E3LpxWs0Kg&oe=6667EEF4&_nc_sid=f5838a","maldonadomariaj","https://www.instagram.com/maldonadomariaj/","Trabajaría de a gratis para una producción de Netflix. Sobretodo una como esta. 🥹😭🤌🏽✨","https://www.instagram.com/p/C2TD3Upx1DX/c/18046614355582003/","19 sem","4 Me gusta","Responder","https://www.instagram.com/maldonadomariaj/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/356269493_578741057664320_7490749349876957298_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=MTlF7Fr1V-8Q7kNvgE0QTGQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYARWlhqw7MmpkFVPZ7paCs_hwUMhBSegmvL8AEViHQX-w&oe=6667E2DB&_nc_sid=f5838a","lourdesrusso5213","https://www.instagram.com/lourdesrusso5213/","Una tragedia que me impactó en mi adolescencia y con la película vuelvo a sentir la misma tristeza de esa época.Me impresionó lo bien que los actores lo hicieron y la realidad transmitida.👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18037065307676081/","19 sem","4 Me gusta","Responder","https://www.instagram.com/lourdesrusso5213/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/436360534_246532601851859_5666771124124459025_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=clx27UpTkuUQ7kNvgHRifwZ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDxohEgMO-PnG944MzQFYJUVOvLuuMDrnbY9LOhXQN0vQ&oe=6667BD8F&_nc_sid=f5838a","josemiguelsar","https://www.instagram.com/josemiguelsar/","Estuvo excelente esta película. Mejor que “Viven”. Me gustó la fotografía y los actores oriundos de Uruguay com eran en realidad.","https://www.instagram.com/p/C2TD3Upx1DX/c/18028309156888542/","19 sem","3 Me gusta","Responder","https://www.instagram.com/josemiguelsar/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/423417187_1569125497183038_7335729399798945221_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=NvQjLYnXymsQ7kNvgHB6aaC&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAAMRnG_1L8u4dZ-zvMYbnNy9rN_mGW9xqczjow9ZFhXw&oe=6667D212&_nc_sid=f5838a","mariapadron_22","https://www.instagram.com/mariapadron_22/","No supero a Numa","https://www.instagram.com/p/C2TD3Upx1DX/c/17995745642264805/","19 sem","6 Me gusta","Responder","https://www.instagram.com/mariapadron_22/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/423340455_763632859157231_833715817824491186_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=mRrnxfdZXHsQ7kNvgGTP4bm&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDS327AOPStfMhczcSTkhSurwG_6kJHmMfwWs3GB7wecA&oe=6667D85B&_nc_sid=f5838a","camiliig","https://www.instagram.com/camiliig/","Voy a llorar las veces que sea necesario. NUMA 😭😭😭😭","https://www.instagram.com/p/C2TD3Upx1DX/c/17995560176252249/","19 sem","15 Me gusta","Responder","https://www.instagram.com/camiliig/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/441260941_3635584473372519_3285677391135760243_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=XtrH0B-TYRcQ7kNvgEa20D3&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCMWy5BEaxjPs3oGusmyPWVnTcD4qhWsJZbNyD3UYYUBg&oe=6667E812&_nc_sid=f5838a","that.frnd","https://www.instagram.com/that.frnd/","¿Cuántas emociones se pueden sentir con una película?","https://www.instagram.com/p/C2TD3Upx1DX/c/18071934307456314/","19 sem","35 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/352968861_249752004363815_8229075704373166441_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=20Ze9PhgktsQ7kNvgFk8cv6&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBwFT6vEDOZs6zMyPfeYVlYX5KSCod_9htQQH0XXeD71A&oe=6667D742&_nc_sid=f5838a","dannagomez_08","https://www.instagram.com/dannagomez_08/","La mejor 😍","https://www.instagram.com/p/C2TD3Upx1DX/c/18012916697495603/","19 sem","4 Me gusta","Responder","https://www.instagram.com/dannagomez_08/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/440006030_1884428128654501_7518366923073721463_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=NLJ7op-blBMQ7kNvgGYluNI&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYA6H1zKBiJSEoy110ck-JTHR70CYZmuausC8A9WRE9eOw&oe=6667C417&_nc_sid=f5838a","evelis_padron","https://www.instagram.com/evelis_padron/","La mejor película sin dudas🙁","https://www.instagram.com/p/C2TD3Upx1DX/c/18078175885437270/","19 sem","4 Me gusta","Responder","https://www.instagram.com/evelis_padron/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/434465382_445536574539019_2476206531925408145_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=nMIdzao5zMMQ7kNvgGP5QK9&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDVY_fcNuLWgs_Ax27_vhRtL6DjN854YPu2Mc58D-VrKA&oe=6667D92B&_nc_sid=f5838a","jhonap.23","https://www.instagram.com/jhonap.23/","Cuando sale el detrás de cámaras??????","https://www.instagram.com/p/C2TD3Upx1DX/c/17994325118299364/","19 sem","14 Me gusta","Responder","https://www.instagram.com/jhonap.23/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/446226012_442303481853482_3477102736040624203_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=kXk9k5C5iwMQ7kNvgHwa6JW&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYACeu6nrq4OSssAyLVX9s_bMSn6b6BavRUIHeMixrJJQA&oe=6667D809&_nc_sid=f5838a","just_me_nannie","https://www.instagram.com/just_me_nannie/","Numa 😭","https://www.instagram.com/p/C2TD3Upx1DX/c/17986153304388506/","19 sem","61 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/346903661_556884479960266_1758539963432530513_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Zr5ztU2X-swQ7kNvgHM-MIo&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDfaEzqaImYe1M3MrbPWtLzTigUH56TELjfhczCmU082w&oe=6667C9FA&_nc_sid=f5838a","yass_berriosp","https://www.instagram.com/yass_berriosp/","Aún me duele la muerte de Numa 😢😔😭","https://www.instagram.com/p/C2TD3Upx1DX/c/18411114286053905/","19 sem","352 Me gusta","Responder","https://www.instagram.com/yass_berriosp/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/446126352_763572538943337_7784034667617224_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=mt_efIqkf_UQ7kNvgGjFNbE&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDWLCQS4DhSXP_DknLNJbYNfdnnYz38DC3uZCPrOnUmAg&oe=6667E003&_nc_sid=f5838a","micabot","https://www.instagram.com/micabot/","La he visto 5 veces y siempre me suelta el llanto 😭","https://www.instagram.com/p/C2TD3Upx1DX/c/17859557703054916/","19 sem","113 Me gusta","Responder","https://www.instagram.com/micabot/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/386899703_680333620706541_7174550040570088553_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=hGztJLcBPvcQ7kNvgEsDZ0Y&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBHzxtJXw7vmvL8iGPvdraUIljKMLpmIa92zyAyoq6JIQ&oe=6667D1DA&_nc_sid=f5838a","marliromerotv","https://www.instagram.com/marliromerotv/","Esa película merece ganar muchos Premios","https://www.instagram.com/p/C2TD3Upx1DX/c/18020634679980853/","19 sem","5 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/445880701_1697787997295470_1172399223215465255_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=5RyLtxITbN4Q7kNvgGzfs8L&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYA73nk2dsgCpYbNNhb7IUiJD8tvtM5VSFK2KgT5L8Fzgw&oe=6667D58F&_nc_sid=f5838a","gene_13b_","https://www.instagram.com/gene_13b_/","Devuélvanme mi estabilidad emocional 😭😭😭😭","https://www.instagram.com/p/C2TD3Upx1DX/c/17855112114102025/","19 sem","2 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/446580291_418764071025662_1460680175713784297_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rUIvn2nibwAQ7kNvgEsYPPJ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBF-xzgA0dkNxy0k1mmNZ1NBq0lx7aR2yJxFMgM7Js73A&oe=6667BC1E&_nc_sid=f5838a","susanamass","https://www.instagram.com/susanamass/","Un aplauso a maquillaje, caracterización de los personajes y del entorno consiguiendo un efecto exacto a la realidad. Enorme trabajo. 👏👏👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/17969715155529109/","19 sem","714 Me gusta","Responder","https://www.instagram.com/susanamass/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/340853168_897633061344684_2709202052600735996_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=SGsot0lelc0Q7kNvgFvfvqP&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYA-qDgJQVcFfRoWEwkD1_3c-qR35r60W8g4j59zhRakvw&oe=6667D684&_nc_sid=f5838a","gonzalo_poropat","https://www.instagram.com/gonzalo_poropat/","Es La señora película, brillante trabajo.. merecida más de una nominacion..es una maravilla que hayan podido retratar fielmente semejante hecho","https://www.instagram.com/p/C2TD3Upx1DX/c/18019963793068024/","19 sem","51 Me gusta","Responder","https://www.instagram.com/gonzalo_poropat/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/435440023_25289509393997526_4232802712887729764_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=LJPpZ4PRzC4Q7kNvgFFqKje&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDYJpAxOPRMImbpXeOIdVYz_62CfrP4Raekjcpj171Qhw&oe=6667D5AA&_nc_sid=f5838a","27juanmanuel__","https://www.instagram.com/27juanmanuel__/","Lo raro esq esta peli no tuvo tanto exito en cines...","https://www.instagram.com/p/C2TD3Upx1DX/c/18264191758206267/","19 sem","13 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/290308093_159840396619119_4334834894743968195_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Jwl5jZkV-08Q7kNvgGtSo9y&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDCTTe1ojDgzm0MHN7bO6CLTK4w_ondIbUl6M2BgTSteQ&oe=6667D36E&_nc_sid=f5838a","martaverd22","https://www.instagram.com/martaverd22/","Se merece un Oscar completamente, es una película que no voy a olvidar en la vida","https://www.instagram.com/p/C2TD3Upx1DX/c/18017107673045106/","19 sem","13 Me gusta","Responder","https://www.instagram.com/martaverd22/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/436234693_1405104114217232_8282568362657100337_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=de6Sa5fSKF8Q7kNvgFRY3bK&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBMuewTJmrTMIzyw6bqj5eboALLRFMQ_IuJXjXQEdfGQg&oe=6667B9D3&_nc_sid=f5838a","rubyroa811","https://www.instagram.com/rubyroa811/","Excelente producción me encanto 100%","https://www.instagram.com/p/C2TD3Upx1DX/c/18047253334581704/","19 sem","2 Me gusta","Responder","https://www.instagram.com/rubyroa811/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/418798582_1021534705592067_6111300144868748472_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=pjGtSaLitQYQ7kNvgHuDPTP&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAsGw1-BbwFaxDVzo7TmeQfzi3gGzzg6de3Yll4UXIzwg&oe=6667CD7C&_nc_sid=f5838a","kary_de_torres","https://www.instagram.com/kary_de_torres/","Anoche miraba con mi novio está película y realmente me gustó mucho ,me sentía triste cuando perdian a otro tripulante..pero que terrible debió ser estar en esa situación..los que vivieron fueron realmente afortunados","https://www.instagram.com/p/C2TD3Upx1DX/c/18395067088067390/","19 sem","2 Me gusta","Responder","https://www.instagram.com/kary_de_torres/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/446113943_930107245562450_5560636517184330971_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=3wrtqFIsV3AQ7kNvgFzylr6&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYB1LCLvtxerV6ZWDIt-wZwwt3JQT_XqlRmjsVLM50_43Q&oe=6667E786&_nc_sid=f5838a","_dreaan_aacs","https://www.instagram.com/_dreaan_aacs/","mucha llorona 😬","https://www.instagram.com/p/C2TD3Upx1DX/c/17967116750651336/","19 sem","1 Me gusta","Responder","https://www.instagram.com/_dreaan_aacs/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/150501675_514539419513633_9136028219823787893_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=IlGFdr3nLY4Q7kNvgEqjOTv&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAoRsLpmfr8nNrmqHQWRwk7qFc0XH51iABvD4FUciTTzQ&oe=6667EFDF&_nc_sid=f5838a","ivettsita.yop","https://www.instagram.com/ivettsita.yop/","Excelente película!!! Por mucho la más apegada a la historia real, cada detalle, actuación, maquillaje, fotografía, todo!!! La cereza del pastel el cameo de algunos de los sobrevivientes, simplemente MAGISTRAL.","https://www.instagram.com/p/C2TD3Upx1DX/c/17956423532706202/","19 sem","26 Me gusta","Responder","https://www.instagram.com/ivettsita.yop/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/361569555_2933222140145781_8586563991600525857_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=znva7fkkq7sQ7kNvgET0494&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYB1Sql4Z5ZF2EQ8QnOXTGPUOSvIBByV3Skw6pbZsBx_qg&oe=6667C41D&_nc_sid=f5838a","estefanyy93","https://www.instagram.com/estefanyy93/","Numa 😍😍😍😍😢, Marcelo 😢, pancho 😢😢, excelente película no me canso de mirarla y digo un milagro de vida 🙏🙏","https://www.instagram.com/p/C2TD3Upx1DX/c/18053883697489830/","19 sem","1 Me gusta","Responder","https://www.instagram.com/estefanyy93/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/442447214_317106804597453_8395911223454621472_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=wpyPzfj_JQgQ7kNvgGMM4lG&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBL0-ekz9n_cYU6ZMYOxN5mPKm-LtY9NhrpTCkc7pNtWw&oe=6667E4A4&_nc_sid=f5838a","ale.milagroos","https://www.instagram.com/ale.milagroos/","Enzo novio de toda latam😍","https://www.instagram.com/p/C2TD3Upx1DX/c/18047095192580872/","19 sem","435 Me gusta","Responder","https://www.instagram.com/ale.milagroos/","Ver traducción"
