"YQ4gaf src","GyeGK","vWB2ve","T7nuU","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjU6ZAMSsee9PSOSV-8hWqcAHwpoTzNciXHf0L52GWBWO5pXhC94_g=s128-d-cc-rp","Brian Rodriguez","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjVDpm7k8IUf4x7_3dTV_uXn23n_IQuRUXw7vy290AGiuMtzZqJP2Q=s128-d-cc-rp","Angie Tatiana Garavito Aguilar","Hace 4 meses","Qué increíble esta película. Lloré, reí, y sentí una ruleta de emociones al ver cada parte, qué gran papel que hicieron al traernos esta historia, al contarnos de forma tan sublime cómo estos seres humanos, trabajaron para sobrevivir; cómo se aferraron con todo lo que tenían y podían a la vida, a sus vidas. Gracias a todo el equipo de la película, al reparto, por su gran trabajo. No conocía nada de esto, no sabía que había sucedido algo así en el mundo. Estoy sin palabras.","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjVvWXfnVgdiyxdnd_t2ERL-kNQQNicCTUJ8LVYcJafWHbeU_3Pk=s128-d-cc-rp","Adriana Díaz","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 21 personas.","Esta opinión les resultó útil a 21 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXPgM8wFkxoLl5fripNmDVGVbzPe0HAtyGg5JV9ipvqG6c2ZVJWmQ=s128-d-cc-rp","l! Juletz","Hace 4 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXcYf6dYfHCdrIW-pAmQ-OtrGTyqw9b7F9wYzDYWu-Z471tyjqx=s128-d-cc-rp","Tururu77","Hace 4 meses","Esta película provocó una gran conmoción en mi.
Recuerdo la sensación que tuve cuando vi por primera vez la Lista de Schindler por el maravilloso Spielberg a mis 13 años. 
Ahora con 21, Bayona produjo esa misma sensación en mi con la sociedad de la nieve. Lloré y aprendí con esta película. No me cabe duda que pasará a ser de cultura general por el lindo enfoque reflexivo que el director decidió tomar en lugar de solo narrar los hechos. Todos/as deberíamos ver este film, es impresionante!","Esta opinión te resultó útil a ti y a otras 6 personas.","Esta opinión les resultó útil a 6 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjVGkafmNDORXZDuAuLOV6fmJU-HPRspiOQEwp99jhYygqIV78EY3Q=s128-d-cc-rp","The English T-shirt","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 9 personas.","Esta opinión les resultó útil a 9 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjW8ioIn9qL6I6-xzXN2fvYMadP_ci3g-3BI9O2-qFZ8_4fntdoJ=s128-d-cc-rp","Marina D","Hace 2 meses","Excelente! Por más que no haya ganado el premio ""Oscar"" que la verdad cada día premian peor; se ganaron el cariño del público y han robado seguramente muchas lágrimas y emotividad. 
Una pelicula de las mejores que he visto últimamente, muy cuidada y con respeto. Buena escenografía, fotografía y el relato en primera persona también fue muy acertado. 
Me encantó, la recomiendo totalmente. Es un buen homenaje a los que vivieron y murieron allí.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjUs7IWNGjbhDBkCba7ejemJEU6Vm1hUubtyVPBxZw1XohcGE3WN=s128-d-cc-rp","Miriam DR","Hace 3 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXzrsnpM4jMUZxLE03DiTbQ5456LObAdgoroLaekdra83OWasN-=s128-d-cc-rp","Sofía","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 13 personas.","Esta opinión les resultó útil a 13 personas."
"https://lh3.googleusercontent.com/a/ACg8ocJmGdwdDX4Ncl52pofBKk6qQVIkJHftu-zS5-GFjcPy4yHPSg=s128-d-cc-rp","Mariló JG","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 5 personas.","Esta opinión les resultó útil a 5 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWRQVVzmv9XG4NPk_ON0Quxbsx-wOjG-vcBbcJAamMPngXxTgy6Vw=s128-d-cc-rp","Agostina Alonso","Hace 4 meses","Una película que recorre muchas emociones: tristeza, desesperación porque tardan mucho en encontrarlos, dolor por las pérdidas, asombro por el ingenio que tienen para conseguir agua o reparar la radio, mismo para diseñar los anteojos que les permitían realizar la expediciones. La película te transporta a la montaña, sos uno más de ellos. Es un increíble trabajo, muy realista y fuerte. Me encantó. La recomiendo 100%","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXrscGwOEPZRLJ1kpSz6wzKY85hFbeoCkyBjxsCY3Cu7qhjhMqLpA=s128-d-cc-rp","Dayana Lara","Hace 4 meses","Me gustó mucho esta película, como muestra que todos son un equipo y se preocupan por el otro, en darse ánimos y las decisiones que toman. Tiene muchas emociones y lo puedes sentir a través de la pantalla en cada momento y decisión. Siento mucho respetos por estas personas y todo el equipo que trabajó para que esta película fuera posible. Aparte agradecerle al director por pelear en que esta película fuera en español (no como Los 33), contratando a unos actorazos. De verdad, amé.","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a/ACg8ocKB2E5jhuvLzuyhLLrziZZjdnGKHAVI_IE83XryRjduqxf9cg=s128-d-cc-rp","María Isabel Castro Ramírez","Hace un mes","...","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXv3kswsoIteU8rbgPmbL07zUOl7mTj49DNSXV080X5AbiYX0jS=s128-d-cc-rp","Sanja Kondic Kondic","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a/ACg8ocI7INCevp6Z7NoSlvrHeZ13wP-ag9JmHIYEJAqiHAKtkHjlug=s128-d-cc-rp","Maria Berriozabal","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 6 personas.","Esta opinión les resultó útil a 6 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXMc-O6IIhDwo62_NoqXCX-2K3Vx4vIJifEpcaVVGaCkQo-ng81jA=s128-d-cc-rp","María Belen Abdala","Hace 2 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjUUz6_EshICxkdw8Obd0q_KXDQHJMZTi4TLkhJElzdSEKCaKMOF=s128-d-cc-rp","Emily T","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a/ACg8ocI4L-mFme7Z5jk3nWofWI3QhaohL01o6rWAGxpAIT6e2t6MCJam=s128-d-cc-rp","Jormairi","2 semanas atrás","Esta película se destaca sin lugar a dudas como una obra excepcional, dejando en el espectador una profunda gama de emociones en torno a los lazos familiares y amistosos. Recomiendo encarecidamente su visionado, ya que ha dejado una huella imborrable en mi corazón. La calidad de producción en todos sus aspectos es impecable, demostrando el compromiso y dedicación de los jóvenes talentos detrás de la cámara. Es el momento perfecto para disfrutar de esta obra cinematográfica.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocI9l5OClalR_8cicNNEEuz-A2YD3nRNWuh7EcX0p5mHk_XehQ=s128-d-cc-rp","Susi Ss","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjW1E4nsGVio2Z_U6fEzQToPHllSUuPuCpRcMm80OCS1vbbHH9PG=s128-d-cc-rp","Isabel Carretero Huertas","Hace 4 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXPmCX1Uo2fDdlrbKUJVEohjZH68COaDd1BqGMzEdAEXuzTxwWg=s128-d-cc-rp","Sarah Escondeur","Hace 2 meses","Simplemente magnífica y espectacular es esta película. Gracias Bayona y a todo el equipo por compartirnos y regalarnos esta obra de arte tanto a nivel cinematográfico como a nivel emocional y filosófico. Esta historia es simplemente emocionante y fascinante de la manera en la que es contada. Aunque no haya ganado las nominaciones a los oscars, sin duda es una de las mejores películas que he visto en mi vida y se ganó el corazón de todo el mundo.❤️","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjV21eYmzBYgIR6Am9aJqF0DlRG-SVMn_fOpJBWZh2SNwnXSSMDw=s128-d-cc-rp","Miguel Serra","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 37 personas.","Esta opinión les resultó útil a 37 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWYL3NrhKnx6LIPfFUfuSU-BsLCmO30KNsgQqYllDQ4BehAQy9F=s128-d-cc-rp","Alejandra Anacona","Hace 4 meses","Está película es una obra maestra. Amé, lloré, sentí, sufrí y me emocioné. Sinceramente desde que la vi mi perspectiva de ver las cosas cambió totalmente siento que dio un giro de 180°. La recomiendo muchísimo. ♡

Apesar de todo los personas la dieron toda, el director también hizo un buen trabajo haciendo que tuvieron mucha similud las cosas  Como las fotos, personaje, etc.","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXQ3hbDg018-F4YLihSQV6erxB24JMJMEP-sOTozENP3kDDdEgAuQ=s128-d-cc-rp","Ale arcos","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a/ACg8ocJK49gQYOBE7q59bILGkjE237YDoVUIe3mt5vvT-Rps1lOEhw=s128-d-cc-rp","Julia Urrea Enrech","Hace 4 meses","Una verdadera joya de esta versión de Bayona, donde los detalles están muy cuidados y el realismo de las imágenes es impresionante. 
Las emociones y los sentimientos que se vivieron en aquellos días, traspasan la pantalla y te hacen paeticipe de ellos 
DSin ninguna duda , la mejor versión de todas las anteriores películas.
Un magnífico trabajo merecedor de todos los premios que ha recibido y los que puedan llegar.
Bravo por Bayona y todo su equipo 👏🏻👏🏻👏🏻","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjU4rtAgTzke4js_nwRESOEaGEi-EZf184RoCrKypq1zKfb3g14=s128-d-cc-rp","Hikari gianella loayza Hayashi","Hace un mes","...","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocK8MsKQpkY_YR57moZAWN2Ls5sma7TQvsIEMjYFhYTgOkXn6w=s128-d-cc-rp","Miranda Design","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 42 personas.","Esta opinión les resultó útil a 42 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXH4l4GBdGCJlaTkNKxmtlCpAXKvXy8TXT-o6rRkpIN9ZgtGaV9XQ=s128-d-cc-rp","Karina Lumbia","Hace un mes","Increíble película. Una historia real contada espectacularmente. La vi cuatro veces y lo volvería a hacer. Actores, vestuario, música, en fin, hasta el mínimo detalle es perfectamente ejecutado. Imperdible.
Me parece absolutamente irreal que no haya ganado el Oscar. La Academia tiene que replantearse la calidad de sus críticos, o bien había algún interés distinto, porque jamás Zona de Interés no le puede ganar a nada, menos a esta.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVRh0wGnDGXNNY-VrfOPmXcFc6FZRUkyZkIjyIeaqE_JDU813PZ=s128-d-cc-rp","Carlos Reynoso","Hace 3 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVOnHFMNa4xPqsSQDtuWDxghkdAfTpR9hAkFyQ84MjA6aWqsuKF=s128-d-cc-rp","Keilyn Garcia","Hace 4 meses","Amazing movie deserves an Oscar and every award possible. The amount of detail they put into this movie and the fact that even the actual survivors were in the movie it’s breathtaking. Esta película me a roto en pedazos pero en la mejor forma posible. Es increíble sinceramente se merecen el mayor premio por el trabajo tan movido que hicieron!","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a/ACg8ocKwQa7aD-JhLvubm1myOPvp37xAXRUqxQwF3ZMrrBHdgQOf5Q=s128-d-cc-rp","MC F","Hace 2 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocJIAOZ8q_M0PYfx2SCu08oT1FNWik73d3tEu3Ey3qX7kIMreQ=s128-d-cc-rp","Maria Delgado Rodriguez","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXucnH44OBzLML8Uwg6odoxpCr8DOUqRtQcyx8tZ7ICP9u0CywQ=s128-d-cc-rp","Oliver Pajsi","Hace 4 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocJx6fiPo6gFuI9ZPJxWWw3REViMrYUZEW4JK3Uat96npP83kg=s128-d-cc-rp","Adela Pérez","Hace 4 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjWtVkXWG-Xghp2m6mavFbOFVJ_LrMyU0Xjq-E9IZ1hteF-ueOc=s128-d-cc-rp","Monserrat Herrera","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a/ACg8ocKroqelq-hc01VUOETD1Ix97A94diJY5MmAsucq-Dh-1nPDYw=s128-d-cc-rp","Victoria Martinez","Hace 5 meses","Impactante !  Bayona ha rodado en el punto exacto dónde cayó el avión!
Me ha gustado mucho que le diera voz en off al último superviviente que murió, así dio protagonismo a todos los fallecidos y a la vez, su voz nos cuenta cosas que no son necesarias en imágenes.
Me hubiese gustado que la película fuese un poco más larga. Hay tantas cosas que contar...
Estoy muy satisfecha del tratamiento que le ha dado a la historia.
Genial Bayona y todo tu equipo !","Esta opinión te resultó útil a ti y a otras 13 personas.","Esta opinión les resultó útil a 13 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWEXbIQ2vQqllheszmueR2UEhA0tSXUP4H9WCJ8w-kh5rdXKQOjIA=s128-d-cc-rp","Antonella Moros","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjUxEYzKGBHFuDHUR5hxewyMR0ctJOYfszs1k_VWmJDY3sDwFpZu=s128-d-cc-rp","Maria Luisa Benedicto","Hace 4 meses","...","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a/ACg8ocII_WkPiqE9BeisjpquZBafLNlxnSLTLmW3t3DajYtGQRxs3w=s128-d-cc-rp","Mont VARELA","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 7 personas.","Esta opinión les resultó útil a 7 personas."
"https://lh3.googleusercontent.com/a/ACg8ocKMoWylBAcl-GgHqu_bmlkbMhlD72ezDb8VSCYvunCjvbf4Uw=s128-d-cc-rp","Rober “Luanco” Luanco","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWD8-hT7si83X8xt2nzbFd9tjj7g7ImyKURTFAR6xd4JUehAHUy=s128-d-cc-rp","Mayra Cueto","Hace 4 meses","Es cine a niveles impresionantes, tengo ganas de verla por tercera vez. Me transmite muchisimas emociones y es simplemente hermosa de ver. La belleza e imponencia de los andes me llena de emociones, y a su vez me da ganas de visiitar la montaña. No entiendo como la pueden tachar de perdida de tiempo algunas personas. El simple hecho de pensar que alguien vivió todo esto le da un valor que no tiene ninguna otra pelicula de su estilo.","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWzS_bo4Khg4IJJ7oPfwYu7iwjDPtqwtCD_3Lqv_FvVIyCcvNjY7Q=s128-d-cc-rp","Merce Andreu","Hace 5 meses","He visto varias versiones de esta brutal historia, pero como se trata en ésta película nunca. Es muy real, padeces el sufrimiento con los protagonistas. Los actores son geniales, te emocionan continuamente. El paisaje maravilloso. La puesta en escena, los silencios, hay momentos que te sientes uno más en esa tragedia.
Una historia real de superación bestial. Me ha encantado","Esta opinión te resultó útil a ti y a otras 7 personas.","Esta opinión les resultó útil a 7 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWTpT_NnKUPr-99Qq8pARIMetpAwc54g2beUSKgu3Kll4PqCcI=s128-d-cc-rp","sebastian","Hace 3 meses","...","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUL3UMLAlwi_ABP0-Cc9fwKAJ7zbAELUikUQWAJSgngLPeL-TNREA=s128-d-cc-rp","javiera cruz","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 5 personas.","Esta opinión les resultó útil a 5 personas."
"https://lh3.googleusercontent.com/a/ACg8ocJfPDUaXBhYkzGzd4rQFCH2hpXK_HqQKEWyilYzt6fU8tkWEw=s128-d-cc-rp","ELENA CAMARA GONZALEZ","Hace 5 meses","...","Esta opinión te resultó útil a ti y a otras 8 personas.","Esta opinión les resultó útil a 8 personas."
